Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
361,283.06652259743817,283.06652259743817,283.067070179302,180.9977726839098,-0.33291610462594734,157264.55702814006,8.95560700075798,-1,1.9344597853807763,9.35783465048352e-10,0.0,5.614700790290112e-10,2.0,1.7777777777777777,1.1111111111111112,O10,de-protonated,0,,C9 H16 O10,9,16,10,
362,283.1909016986537,283.1909016986537,283.1914828487398,164.16766551496838,-0.30560143370564213,157229.68206625353,8.122868435245909,-1,2.0521453549070703,6.905524985106852e-11,0.0,4.1433149910641115e-11,3.0,1.75,0.25,O4,de-protonated,0,,C16 H28 O4,16,28,4,
363,283.26373434321863,283.26373434321863,283.2642538675084,300.01105946223674,-0.5492638464731963,157209.8070761145,14.84427738852321,-1,1.8340623028280105,7.656645778868136e-09,0.0,4.593987467320881e-09,1.0,2.0,0.1111111111111111,O2,de-protonated,0,,C18 H36 O2,18,36,2,
365,285.13377764682485,285.13377764682485,285.13436189444917,176.91335745369645,-0.3355539582593929,156693.43253695857,8.753513808740745,-1,2.049025660869628,7.414235042965648e-11,0.0,4.448541025779389e-11,4.0,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,,C14 H22 O6,14,22,6,
366,285.20657915687207,285.20657915687207,285.2071329132178,209.8224183161421,-0.39387116594356075,156673.43254045927,10.381824541397007,-1,1.9415936062094903,8.02528245344191e-10,0.0,4.815169472065146e-10,2.0,1.875,0.25,O4,de-protonated,0,,C16 H30 O4,16,30,4,
370,287.11298961225407,287.11298961225407,287.1136264495429,152.60012042954742,-0.2891184703338018,156152.05802578884,7.550516708412816,-1,2.218067100117805,1.34807622402049e-12,0.0,8.08845734412294e-13,4.0,1.5384615384615385,0.5384615384615384,O7,de-protonated,0,,C13 H20 O7,13,20,7,
371,287.1493738078893,287.1493738078893,287.15001195892717,178.38895181762422,-0.3444602060212774,156142.18301259817,8.826524890700018,-1,2.2223611746928635,1.212576984039083e-12,0.0,7.275461904234497e-13,3.0,1.7142857142857142,0.42857142857142855,O6,de-protonated,0,,C14 H24 O6,14,24,6,
372,287.22218546044843,287.22218546044843,287.2227829776958,149.48384492814623,-22.780046484133543,156122.68305355363,7.396326199420326,-1,2.080326780306609,3.615852382062379e-11,0.0,2.1695114292374274e-11,1.0,2.0,0.25,O4,de-protonated,0,,C16 H32 O4,16,32,4,
374,289.09228442538006,289.09228442538006,289.0928910046366,157.48819424266281,-0.3063592974749243,155616.93351326438,7.792374204291546,-1,2.098215748049378,2.387032307489099e-11,0.0,1.4322193844934593e-11,4.0,1.5,0.6666666666666666,O8,de-protonated,0,,C12 H18 O8,12,18,8,
375,289.12863466147166,289.12863466147166,289.1292765140209,179.40853656199062,-0.34463466974999457,155606.8085033243,8.8769730268241,-1,2.2199500408983863,1.2869221362233743e-12,0.0,7.721532817340245e-13,3.0,1.6923076923076923,0.5384615384615384,O7,de-protonated,0,,C13 H22 O7,13,22,7,
376,291.07152923916476,291.07152923916476,291.0721555597303,185.07838111697103,-0.3549473611224856,155086.93397144516,9.15751183587601,-1,2.1517708016815082,6.7405778454070925e-12,0.0,4.0443467072442555e-12,4.0,1.4545454545454546,0.8181818181818182,O9,de-protonated,0,,C11 H16 O9,11,16,9,
377,291.10789645392254,291.10789645392254,291.1085410691146,153.30242801769987,-0.30110880885102576,155076.93398783976,7.585266256210443,-1,2.214346544781255,1.4774172280799468e-12,0.0,8.86450336847968e-13,3.0,1.6666666666666667,0.6666666666666666,O8,de-protonated,0,,C12 H20 O8,12,20,8,
378,291.14431391391753,291.14431391391753,291.1449265784989,152.8628305252259,-0.2929530603955772,155067.55902320013,7.563515367662268,-1,2.1043285505735785,2.0695525380506476e-11,0.0,1.2417315228303885e-11,2.0,1.8461538461538463,0.5384615384615384,O7,de-protonated,0,,C13 H24 O7,13,24,7,
379,293.05088940900623,293.05088940900623,293.051420114824,188.9062839236892,-0.37027847386059226,154562.30946907017,9.346913023889156,-1,1.8109648387250012,1.2222776419537395e-08,0.0,7.3336658517224364e-09,4.0,1.4,1.0,O10,de-protonated,0,,C10 H14 O10,10,14,10,
382,295.0665584697984,295.0665584697984,295.067070179302,783.4580448185608,-1.6298913745211756,154033.43496964616,38.76479940573874,-1,1.7342142018339066,5.541989399693424e-08,0.0,3.325193639816054e-08,3.0,1.6,1.0,O10,de-protonated,0,,C10 H16 O10,10,16,10,
384,297.08218626690064,297.08218626690064,297.08272024378,2614.4561370244173,-5.299433838850987,153510.0604497407,129.3609381856884,-1,1.7974013396509008,2.9622156167967367e-08,0.9886688746180436,0.3954675676205112,2.0,1.8,1.0,O10,de-protonated,0,,C10 H18 O10,10,18,10,
386,298.0855542954062,298.0855542954062,298.0860750788523,248.88366207187465,-0.5070340484623876,153251.4357023622,12.3145397502635,-1,1.7470908224266126,4.320245279716018e-08,0.9886688746180436,0.3954675757686892,2.0,2.0,1.1111111111111112,13C1 O10,de-protonated,1,384,C9 H18 O10 13C1,9,18,10,1
387,299.0977733208849,299.0977733208849,299.098370308258,851.2529624489299,-1.7362273125468142,152991.93590690012,42.11923095449955,-1,1.9959566227075414,2.4434004819115506e-10,0.0,1.4660402891469303e-10,1.0,2.0,1.0,O10,de-protonated,0,,C10 H20 O10,10,20,10,
388,299.11299719346084,299.11299719346084,299.1136264495429,130.5748679004047,-0.2677614740929044,152987.68593461983,6.460727023056164,-1,2.103735926440405,2.098424586507476e-11,0.0,1.2590547519044856e-11,5.0,1.4285714285714286,0.5,O7,de-protonated,0,,C14 H20 O7,14,20,7,
389,299.14935594115036,299.14935594115036,299.15001195892717,126.4764154215943,-0.2639609524768701,152978.43591385725,6.2579392806036225,-1,2.192939162894632,2.495411119126086e-12,0.0,1.4972466714756514e-12,4.0,1.6,0.4,O6,de-protonated,0,,C15 H24 O6,15,24,6,
390,299.18572276943496,299.18572276943496,299.18639746831144,170.29737054764615,-0.3465187255913722,152969.43593897801,8.426160727130066,-1,2.2551121380836427,5.369085350317533e-13,0.0,3.2214512101905195e-13,3.0,1.75,0.3125,O5,de-protonated,0,,C16 H28 O5,16,28,5,
392,301.12867519421155,301.12867519421155,301.1292765140209,152.257025869622,-0.31522879162147216,152474.81140677028,7.533540698171209,-1,1.9968825890836348,2.3937244866640254e-10,0.0,1.436234691998415e-10,4.0,1.5714285714285714,0.5,O7,de-protonated,0,,C14 H22 O7,14,22,7,
393,301.1649901742482,301.1649901742482,301.16566202340516,164.99741861977404,-0.33801663318583686,152465.93640128724,8.163923872581458,-1,2.230829213545607,9.833885225837722e-13,0.0,5.900331135502632e-13,3.0,1.7333333333333334,0.4,O6,de-protonated,0,,C15 H26 O6,15,26,6,
394,301.2013660569921,301.2013660569921,301.2020475327895,139.13711512730342,-0.286535700665773,152456.43642929377,6.884379314851749,-1,2.2625204675840878,4.4581042459933085e-13,0.0,2.674862547595985e-13,2.0,1.875,0.3125,O5,de-protonated,0,,C16 H30 O5,16,30,5,
396,303.1442522471346,303.1442522471346,303.1449265784989,150.45793305797307,-0.3098958561713083,151967.06187074567,7.444523203977211,-1,2.2244520859743355,1.151531595171572e-12,0.0,6.909189571029432e-13,3.0,1.7142857142857142,0.5,O7,de-protonated,0,,C14 H24 O7,14,24,7,
399,305.12356096954517,305.12356096954517,305.1241911335926,137.17907540810188,-0.29039511956146474,151473.68736241764,6.787497270630868,-1,2.065270685667481,5.1145324864438586e-11,0.0,3.068719491866315e-11,3.0,1.6923076923076923,0.6153846153846154,O8,de-protonated,0,,C13 H22 O8,13,22,8,
400,307.0664277454864,307.0664277454864,307.067070179302,154.44507617622105,-0.3326899373463103,150993.43779358137,7.641803459382144,-1,2.092161218101749,2.7483467922202122e-11,0.0,1.649008075332127e-11,4.0,1.4545454545454546,0.9090909090909091,O10,de-protonated,0,,C11 H16 O10,11,16,10,
401,307.1028047578025,307.1028047578025,307.1034556886863,128.53350142863871,-0.2699127793391053,150984.81283223274,6.359722046063509,-1,2.1195817622693474,1.4468633180646984e-11,0.0,8.68117990838819e-12,3.0,1.6666666666666667,0.75,O9,de-protonated,0,,C12 H20 O9,12,20,9,
402,307.13918278393305,307.13918278393305,307.1398411980706,134.06569129786837,-0.2848804987734335,150975.56283896862,6.633449825072802,-1,2.14369498590177,8.173232541078653e-12,0.0,4.903939524647191e-12,2.0,1.8461538461538463,0.6153846153846154,O8,de-protonated,0,,C13 H24 O8,13,24,8,
403,309.0820859753873,309.0820859753873,309.08272024378,148.06622261552153,-0.3294641185122609,150500.5633048856,7.326183522418748,-1,2.0520991667633828,6.912801386367222e-11,0.0,4.1476808318203335e-11,3.0,1.6363636363636365,0.9090909090909091,O10,de-protonated,0,,C11 H18 O10,11,18,10,
404,311.0613898953725,311.0613898953725,311.06198479887365,328.5187651974912,-0.7123529550307687,150020.68875245767,16.254813028119447,-1,1.9124918191189684,1.4964972045195146e-09,0.0,8.978983227117087e-10,3.0,1.6,1.1,O11,de-protonated,0,,C10 H16 O11,10,16,11,
407,313.07705235887175,313.07705235887175,313.0776348633517,1292.3395875121512,-2.849107747408385,149536.9392300745,63.94380044384585,-1,1.8605751899366094,2.2216042269686853e-09,0.9017481179022582,0.3606992484938658,2.0,1.8,1.1,O11,de-protonated,0,,C10 H18 O11,10,18,11,
409,315.0310266625113,315.0310266625113,315.0298968235315,1699.136197465503,-3.758879079091165,149072.8146944138,84.07173082642075,-1,-3.586450020138926,1.6171184790626728e-28,0.9518762045878668,0.38075048183514676,16.0,0.42105263157894735,0.2631578947368421,O5,de-protonated,0,,C19 H8 O5,19,8,5,
412,316.0343184193564,316.0343184193564,316.0332516586038,239.16397856922404,-2.224116499013341,148835.68989516416,11.833618552556253,-1,-3.375469976728742,3.23331281002054e-28,0.9518762045878668,0.38075048183514676,16.0,0.4444444444444444,0.2777777777777778,13C1 O5,de-protonated,1,409,C18 H8 O5 13C1,18,8,5,1
410,315.0926382259263,315.0926382259263,315.0932849278297,1839.8256967381235,-4.2608337985294344,149057.9396939934,91.03292071254921,-1,2.052414108267442,4.675882455890033e-10,0.9851557355191295,0.3940622944882048,1.0,2.0,1.1,O11,de-protonated,0,,C10 H20 O11,10,20,11,
413,316.09602715720337,316.09602715720337,316.096639762902,167.41954345752333,-0.38151598427597955,148821.43993591197,8.283768431064171,-1,1.9380329353704338,8.665431462204406e-10,0.9851557355191295,0.3940622947275777,1.0,2.2222222222222223,1.2222222222222223,13C1 O11,de-protonated,1,410,C9 H20 O11 13C1,9,20,11,1
411,315.18052428144,315.18052428144,315.18131208788316,200.64030845824246,-0.44786344361983343,149037.43972735276,9.927502004131636,-1,2.4995341187516287,8.432381251921507e-16,0.0,5.059428751152904e-16,3.0,1.75,0.375,O6,de-protonated,0,,C16 H28 O6,16,28,6,
414,317.123384367679,317.123384367679,317.1241911335926,128.07624542867245,-0.2959642299191788,148580.19015993917,6.337097430446897,-1,2.5440062162919643,2.4253740837611554e-16,0.0,1.455224450256693e-16,4.0,1.5714285714285714,0.5714285714285714,O8,de-protonated,0,,C14 H22 O8,14,22,8,
417,321.08196830678264,321.08196830678264,321.08272024378,142.24658136840497,-0.3371838309437944,147661.44109899603,7.038232907768947,-1,2.341879366088726,5.855071222081772e-14,0.0,3.513042733249063e-14,4.0,1.5,0.8333333333333334,O10,de-protonated,0,,C12 H18 O10,12,18,10,
418,321.11832220115883,321.11832220115883,321.1191057531643,131.42012570165372,-0.3140036056706159,147652.816091064,6.502549618826614,-1,2.4400666028546723,4.312057365983356e-15,0.0,2.5872344195900136e-15,3.0,1.6923076923076923,0.6923076923076923,O9,de-protonated,0,,C13 H22 O9,13,22,9,
420,323.0613248068475,323.0613248068475,323.06198479887365,125.75968942943241,-0.31045825341362066,147208.44154828074,6.222476323143701,-1,2.0429269218064707,8.516835641368694e-11,0.0,5.1101013848212164e-11,4.0,1.4545454545454546,1.0,O11,de-protonated,0,,C11 H16 O11,11,16,11,
421,323.097612198314,323.097612198314,323.098370308258,136.47756635443437,-0.3094377148570999,147199.81656219854,6.752787233601344,-1,2.346375016619329,5.20809990331721e-14,0.0,3.1248599419903256e-14,3.0,1.6666666666666667,0.8333333333333334,O10,de-protonated,0,,C12 H20 O10,12,20,10,
422,325.0769128846276,325.0769128846276,325.0776348633517,175.39414615962517,-0.4109480146608594,146751.31699790337,8.67834460030758,-1,2.220942466353309,1.2557947986964952e-12,0.0,7.534768792178971e-13,3.0,1.6363636363636365,1.0,O11,de-protonated,0,,C11 H18 O11,11,18,11,
430,341.0718122233904,341.0718122233904,341.0725494829234,134.42484439182928,-0.3356571020746256,143268.6956446903,6.65122039713524,-1,2.1615915269141097,5.327118101254035e-12,0.0,3.1962708607524208e-12,3.0,1.6363636363636365,1.0909090909090908,O12,de-protonated,0,,C11 H18 O12,11,18,12,
432,347.09758114951956,347.09758114951956,347.098370308258,135.8011793783564,-0.3513674246553239,142019.9469791993,6.719320214375843,-1,2.2735881408115937,3.373030422210527e-13,0.0,2.023818253326316e-13,5.0,1.4285714285714286,0.7142857142857143,O10,de-protonated,0,,C14 H20 O10,14,20,10,
433,349.1859408701234,349.1859408701234,349.1867913915046,128.81079943443603,-0.3263816484280121,141594.32243618186,6.373442501985094,-1,2.4357203713825624,4.850804536896775e-15,0.0,2.910482722138065e-15,2.0,1.875,0.5,O8,de-protonated,0,,C16 H30 O8,16,30,8,
434,353.0292799748817,353.0292799748817,353.0302907467246,231.6486818004685,-3.0265246649970265,140821.448304059,11.461768427789364,-1,2.8631306416204936,1.6651918706190985e-20,0.0,9.99115122371459e-21,14.0,0.5555555555555556,0.4444444444444444,O8,de-protonated,0,,C18 H10 O8,18,10,8,
435,355.0449746456725,355.0449746456725,355.04594081120257,261.40950141955716,-1.8007360179692344,140421.44872023203,12.934307015291548,-1,2.7212408847146925,1.3590672293353639e-18,0.0,8.154403376012183e-19,13.0,0.6666666666666666,0.4444444444444444,O8,de-protonated,0,,C18 H12 O8,18,12,8,
437,365.18072821915104,365.18072821915104,365.1817060110763,140.36244756952004,-0.666907135228451,138458.7009475589,6.94500766201343,-1,2.677549037015383,5.039265358850569e-18,0.0,3.0235592153103414e-18,2.0,1.875,0.5625,O9,de-protonated,0,,C16 H30 O9,16,30,9,
438,369.0242645897925,369.0242645897925,369.0252053662963,245.41534310982655,-8.68743975873712,137736.07677367266,12.142930447470455,-1,2.5493556811722247,2.0846789897653154e-16,0.0,1.2508073938591891e-16,14.0,0.5555555555555556,0.5,O9,de-protonated,0,,C18 H10 O9,18,10,9,
439,371.03989575374027,371.03989575374027,371.0408554307743,422.5987770649456,-3.7221206126851576,137361.4522198576,20.909807398591433,-1,2.5864457241613983,7.235057707955923e-17,0.0,4.3410346247735536e-17,13.0,0.6666666666666666,0.5,O9,de-protonated,0,,C18 H12 O9,18,12,9,
440,387.03473741777435,387.03473741777435,387.035770050346,290.0949448188998,-0.8514321711779873,134492.83061364133,14.35363695464741,-1,2.6680546129268934,6.680706854931258e-18,0.0,4.008424112958755e-18,13.0,0.6666666666666666,0.5555555555555556,O10,de-protonated,0,,C18 H12 O10,18,12,10,
441,389.0504284273366,389.0504284273366,389.051420114824,126.95364801375061,-0.40595354445481,107315.31482836998,6.281552320034604,-1,2.548988221383491,2.1064895919546654e-16,0.0,1.2638937551727992e-16,12.0,0.7777777777777778,0.5555555555555556,O10,de-protonated,0,,C18 H14 O10,18,14,10,
443,397.0979256653972,397.0979256653972,397.09876423145107,151.78026011694396,-0.4814331047713005,132778.08271638257,7.509950757537732,-1,2.1117317135974276,1.7400805593632964e-11,0.0,1.0440483356179779e-11,4.0,1.5714285714285714,0.9285714285714286,O13,de-protonated,0,,C14 H22 O13,14,22,13,
445,413.09289855495706,413.09289855495706,413.0936788510228,140.7087594271253,-0.48615350731800605,130181.83597927337,6.962142861250558,-1,1.888908268694847,2.462520879011074e-09,0.0,1.4775125274066443e-09,4.0,1.5714285714285714,1.0,O14,de-protonated,0,,C14 H22 O14,14,22,14,
446,429.0876970838686,429.0876970838686,429.0885934705945,143.3192437904971,-0.8609611194142041,127732.71422505514,7.091307279648177,-1,2.089048134937346,2.9544520114041214e-11,0.0,1.7726712068424728e-11,4.0,1.5714285714285714,1.0714285714285714,O15,de-protonated,0,,C14 H22 O15,14,22,15,
0,100.98813836385008,100.98813836385008,,304.7445982915964,-0.12867535350581025,263292.87598072574,15.078488632396386,-1,,,,,,,,unassigned,,,,,,,,
3,103.00376461751259,103.00376461751259,,2308.442210904888,-0.9788563203335726,260704.0017777551,114.21964435401509,-1,,,,,,,,unassigned,,,,,,,,
5,105.01940714418103,105.01940714418103,,287.15577838797844,-0.12114576542643249,258190.00263127877,14.208209643168166,-1,,,,,,,,unassigned,,,,,,,,
7,108.02177610392427,108.02177610392427,,216.66218626853674,-0.09653831633544646,254576.62881859395,10.720250107909356,-1,,,,,,,,unassigned,,,,,,,,
13,112.95512338701681,112.95512338701681,,335.0131028564957,-0.16359518291643052,248955.2557750075,16.576147014399144,-1,,,,,,,,unassigned,,,,,,,,
14,112.98569254904679,112.98569254904679,,1776.568634564242,-0.874044923210712,248921.88078547135,87.90301817037194,-1,,,,,,,,unassigned,,,,,,,,
15,112.98808956171884,112.98808956171884,,286.31580270775714,-0.13777148447618998,199135.25459802727,14.166648401995362,-1,,,,,,,,unassigned,,,,,,,,
24,116.98300502006765,116.98300502006765,,410.57192258040584,-0.20883303261658817,244631.7573215017,20.314729455798513,-1,,,,,,,,unassigned,,,,,,,,
28,118.99264126794853,118.99264126794853,,1366.4861701929324,-0.7784415863047378,242557.50804921426,67.61250666653471,-1,,,,,,,,unassigned,,,,,,,,
29,118.99862918144132,118.99862918144132,,695.2388943670753,-0.372565223936724,242551.38311626288,34.39979518679744,-1,,,,,,,,unassigned,,,,,,,,
31,121.01430397130609,121.01430397130609,,406.5961575074117,-0.22331902788168784,240522.88380629834,20.118012175839187,-1,,,,,,,,unassigned,,,,,,,,
38,126.03235059357854,126.03235059357854,,147.5440779405473,-0.08434188513474894,235686.01072314096,7.300348273524421,-1,,,,,,,,unassigned,,,,,,,,
44,128.98300244127628,128.98300244127628,,134.7577515692414,-0.07564888498493039,232974.26180383627,6.667692344852747,-1,,,,,,,,unassigned,,,,,,,,
49,130.99261971169483,130.99261971169483,,297.98922194039596,-0.1766202751438981,184944.36002733308,14.744238686408274,-1,,,,,,,,unassigned,,,,,,,,
50,130.99864115031914,130.99864115031914,,643.9526631968271,-0.40173444735289077,231175.26252071408,31.862198595966035,-1,,,,,,,,unassigned,,,,,,,,
54,133.01427900258594,133.01427900258594,,1592.9868190367622,-18.68483754770243,229416.76324981923,78.81955505383429,-1,,,,,,,,unassigned,,,,,,,,
56,135.02993024332332,135.02993024332332,,163.73392924532084,-0.10456022786089221,227698.01396625093,8.10140755473153,-1,,,,,,,,unassigned,,,,,,,,
60,138.0197251460725,138.0197251460725,,2272.2007036846203,-1.5119163430264728,225218.2650089286,112.42644717281739,-1,,,,,,,,unassigned,,,,,,,,
62,139.02308650080033,139.02308650080033,,132.15907311762243,-0.08844764602741803,224404.3904049031,6.539112072350274,-1,,,,,,,,unassigned,,,,,,,,
70,141.9452111860354,141.9452111860354,,145.4216787089126,-0.09919334126411233,222082.26639789558,7.195333868455331,-1,,,,,,,,unassigned,,,,,,,,
76,144.96470223531674,144.96470223531674,,1254.9719435611507,-0.8806360819787359,219757.51742175667,62.09488303007283,-1,,,,,,,,unassigned,,,,,,,,
77,144.99183253260276,144.99183253260276,,873.8157734461156,-0.6292787136147729,219736.64249941843,43.23561854936821,-1,,,,,,,,unassigned,,,,,,,,
82,146.9659006155595,146.9659006155595,,223.75922266222142,-0.1640640923046201,218255.89306832387,11.071405085506308,-1,,,,,,,,unassigned,,,,,,,,
86,149.0091519716738,149.0091519716738,,892.6664493441277,-0.6541318986437021,216754.6438291972,44.16833303827013,-1,,,,,,,,unassigned,,,,,,,,
90,152.0353170015862,152.0353170015862,,378.93117630672833,-0.2849286400910745,214586.26982891702,18.749173788256627,-1,,,,,,,,unassigned,,,,,,,,
94,154.01458112745865,154.01458112745865,,127.74941038086561,-0.09818548242806191,213203.02051795713,6.3209259262409105,-1,,,,,,,,unassigned,,,,,,,,
95,154.0271885395086,154.0271885395086,,135.4121144000984,-0.10299204161196597,213194.2704934207,6.700069629181504,-1,,,,,,,,unassigned,,,,,,,,
101,156.04279466486193,156.04279466486193,,239.27202344647762,-0.1918696796192047,211812.8961538626,11.838964515905857,-1,,,,,,,,unassigned,,,,,,,,
110,161.00910028733196,161.00910028733196,,476.02449131950874,-0.40738486958352216,208520.64781455192,23.553263688157116,-1,,,,,,,,unassigned,,,,,,,,
113,162.9823295244557,162.9823295244557,,4871.04748564808,-4.279984710929877,207254.7734611385,241.01504850933716,-1,,,,,,,,unassigned,,,,,,,,
114,163.02472078867484,163.02472078867484,,1077.1453448109223,-0.9016353818675172,207227.52345748333,53.29618286336024,-1,,,,,,,,unassigned,,,,,,,,
115,163.98566379943765,163.98566379943765,,136.3866262044395,-0.12077921903094993,206619.7737966544,6.748287596772297,-1,,,,,,,,unassigned,,,,,,,,
118,166.0145097694863,166.0145097694863,,146.3671017438979,-0.12323546556169117,205353.39942927018,7.2421125499012,-1,,,,,,,,unassigned,,,,,,,,
121,168.03016666113535,168.03016666113535,,304.3920899060546,-0.26491028675233963,204117.65008183758,15.061046834530194,-1,,,,,,,,unassigned,,,,,,,,
122,168.989317313043,168.989317313043,,265.4759147511226,-0.24938028614443739,203537.90038981606,13.135509489554815,-1,,,,,,,,unassigned,,,,,,,,
143,177.00391280780238,177.00391280780238,,203.46181214877927,-0.1880050571112029,198876.15289096182,10.06710746904398,-1,,,,,,,,unassigned,,,,,,,,
145,178.97717494048987,178.97717494048987,,187.17835685748187,-0.17721667624047033,197777.1535140897,9.261416746772255,-1,,,,,,,,unassigned,,,,,,,,
146,179.019571079519,179.019571079519,,193.46292305331104,-0.18224833103036286,197753.40352821993,9.572371429725091,-1,,,,,,,,unassigned,,,,,,,,
149,180.98921616509955,180.98921616509955,,149.65970932915235,-0.1413767500014946,196674.40412917332,7.405027811807485,-1,,,,,,,,unassigned,,,,,,,,
152,183.00461413686912,183.00461413686912,,794.2260602615572,-3.6909276870445384,156470.87381990696,39.29759112497155,-1,,,,,,,,unassigned,,,,,,,,
156,184.9841634224427,184.9841634224427,,1329.067787077641,-1.392474490769063,194539.4053543498,65.76107872454801,-1,,,,,,,,unassigned,,,,,,,,
157,185.00663462479736,185.00663462479736,,218.14467643645725,-3.4986403308223175,194527.2803785872,10.793602388048017,-1,,,,,,,,unassigned,,,,,,,,
163,186.0454059103263,186.0454059103263,,355.9073761814143,-0.367278746163791,193983.7807000989,17.609976865947512,-1,,,,,,,,unassigned,,,,,,,,
164,187.00687886019853,187.00687886019853,,1174.2786319369043,-1.373983383185153,193484.15600281712,58.102250547470526,-1,,,,,,,,unassigned,,,,,,,,
166,187.04165756539828,187.04165756539828,,1619.5112658463934,-1.6706315873879913,193466.15599397072,80.13196082555837,-1,,,,,,,,unassigned,,,,,,,,
171,188.03243535261547,188.03243535261547,,380.60747654636054,-0.39038928854887955,192955.78129409434,18.8321156164284,-1,,,,,,,,unassigned,,,,,,,,
183,194.98836909459095,194.98836909459095,,1271.2068472101796,-24.9391544746363,189483.15838354296,62.898171460753055,-1,,,,,,,,unassigned,,,,,,,,
208,207.01433407798058,207.01433407798058,,171.74609771601774,-0.45724292427399577,183897.03687527045,8.497842444417907,-1,,,,,,,,unassigned,,,,,,,,
212,209.0219542931497,209.0219542931497,,181.81318727955252,-0.2132455258613326,244015.46660112543,8.99595298155638,-1,,,,,,,,unassigned,,,,,,,,
213,209.02998560244328,209.02998560244328,,155.93593737179145,-0.1833664504361677,183007.91243608962,7.715569930439916,-1,,,,,,,,unassigned,,,,,,,,
215,211.03753623397736,211.03753623397736,,172.1933538196375,-0.4772441052625311,182135.41301808957,8.519972274157325,-1,,,,,,,,unassigned,,,,,,,,
219,212.9788966486777,212.9788966486777,,399.06558846999707,-0.5146516649473855,181303.41355702878,19.745406392955115,-1,,,,,,,,unassigned,,,,,,,,
232,218.98587113327338,218.98587113327338,,330.50990936131865,-31.519363009905476,178799.41525275685,16.35333305048587,-1,,,,,,,,unassigned,,,,,,,,
242,224.98244582413895,224.98244582413895,,149.70585425784367,-0.76261441484858,176400.5419314904,7.40731102137581,-1,,,,,,,,unassigned,,,,,,,,
243,225.01681250109328,225.01681250109328,,228.37250283984253,-0.30523728877599776,176387.04193437126,11.299666039453585,-1,,,,,,,,unassigned,,,,,,,,
247,226.99451286849924,226.99451286849924,,174.2318278012045,-0.24946632948737288,175617.2924826755,8.620834133336476,-1,,,,,,,,unassigned,,,,,,,,
248,227.03244373176008,227.03244373176008,,517.1195256948915,-0.7087110721026009,175602.29249530786,25.586609027667393,-1,,,,,,,,unassigned,,,,,,,,
260,230.9858084766412,230.9858084766412,,260.27980674174137,-0.35829087249363156,174093.41859737402,12.878410738694628,-1,,,,,,,,unassigned,,,,,,,,
270,236.0408486232432,236.0408486232432,,292.23869611695756,-0.4251106129484646,137775.18595332647,14.459707840758798,-1,,,,,,,,unassigned,,,,,,,,
271,237.0071495420739,237.0071495420739,,145.1026910772331,-0.3830634558872593,171867.67022029508,7.179550647341262,-1,,,,,,,,unassigned,,,,,,,,
272,237.02486489656573,237.02486489656573,,239.54698089259765,-0.3423082527176472,171861.29521977526,11.852569163039739,-1,,,,,,,,unassigned,,,,,,,,
275,238.0564826072947,238.0564826072947,,193.07817824768395,-0.2784124466427037,171488.1704603427,9.553334602786913,-1,,,,,,,,unassigned,,,,,,,,
276,239.04051204671734,239.04051204671734,,343.69550137067625,-0.9005040590329602,171135.1707270871,17.005744283823876,-1,,,,,,,,unassigned,,,,,,,,
283,243.02735426705533,243.02735426705533,,385.2074993567053,-0.5818040957419255,169725.29678777317,19.059720607766682,-1,,,,,,,,unassigned,,,,,,,,
288,244.98504903385114,244.98504903385114,,532.3500833256692,-0.8126582710240403,169045.7973210893,26.340203320685813,-1,,,,,,,,unassigned,,,,,,,,
296,248.97279913036795,248.97279913036795,,317.0815122511532,-0.4973078541319975,167686.54837277517,15.688908039141813,-1,,,,,,,,unassigned,,,,,,,,
299,250.02009721359016,250.02009721359016,,307.6051644741012,-0.4819581762955083,167335.2986583095,15.220026874278016,-1,,,,,,,,unassigned,,,,,,,,
300,250.14442752439166,250.14442752439166,,125.99859566310619,-0.19961337581484515,167293.6736955198,6.234297188710649,-1,,,,,,,,unassigned,,,,,,,,
302,252.0357390300034,252.0357390300034,,939.2213474994268,-23.7881236985437,166664.79918264583,46.471827526941446,-1,,,,,,,,unassigned,,,,,,,,
304,254.05136778721413,254.05136778721413,,1406.8283090952796,-3.250390573608457,166002.04971545973,69.60859941520272,-1,,,,,,,,unassigned,,,,,,,,
305,255.01759791880383,255.01759791880383,,257.5686264329377,-0.6653801460379036,165687.54996935642,12.744263975484223,-1,,,,,,,,unassigned,,,,,,,,
314,257.93853054501517,257.93853054501517,,136.0011817409895,-0.22354089639044442,131797.29056462442,6.729216151394322,-1,,,,,,,,unassigned,,,,,,,,
315,259.02218506288534,259.02218506288534,,230.19748342934008,-0.3846959258020428,164401.80099102136,11.389964437611745,-1,,,,,,,,unassigned,,,,,,,,
319,261.0379028371294,261.0379028371294,,229.86556250475658,-0.4150493559137451,163765.8015294828,11.373541288797151,-1,,,,,,,,unassigned,,,,,,,,
324,262.9755762605017,262.9755762605017,,687.845328913508,-1.1846986067443561,163161.05201273126,34.03396821801941,-1,,,,,,,,unassigned,,,,,,,,
